registro_uid,ano,data_chave,titulo,sigla_titulo,tipo_ato_titulo,numero_titulo,autor,situacao_normalizada,revogada_flag,assunto_normalizado,ementa_status,pdf_ordem,pdf_tipo,url,arquivo,baixado_json,pdf_uid,group_key,sample_score
2021_04381,2021,2021-06-02,PRT - PORTARIA 150/2021,PRT,PORTARIA,150/2021,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Gabinete de Acompanhamento das Condições do Sistema Interligado Nacional,NULL,1,Texto Integral,http://www2.aneel.gov.br/cedoc/prt2021150.pdf,prt2021150.pdf,True,2021_04381__1,,1.30078125
2021_01286,2021,2021-10-25,PRT - PORTARIA 031/2021,PRT,PORTARIA,031/2021,MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Implementação,NULL,1,Texto Integral,https://www2.aneel.gov.br/cedoc/prt2021031mme.pdf,prt2021031mme.pdf,True,2021_01286__1,,1.30078125
2021_00601,2021,2021-12-06,PRT - PORTARIA 1096/2021,PRT,PORTARIA,1096/2021,SPE/MME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Montante,NULL,1,Texto Integral,https://www2.aneel.gov.br/cedoc/prt20211096spde.pdf,prt20211096spde.pdf,True,2021_00601__1,,1.30078125
2021_06547,2021,2021-02-05,PRT - PORTARIA 6648/2021,PRT,PORTARIA,6648/2021,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Aprovação,NULL,2,Voto,http://www2.aneel.gov.br/cedoc/aprt20216648_1.pdf,aprt20216648_1.pdf,True,2021_06547__2,PRT | Voto,
2021_02636,2021,2021-08-30,REA - RESOLUÇÃO AUTORIZATIVA 10452/2021,REA,RESOLUÇÃO AUTORIZATIVA,10452/2021,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/rea202110452ti.pdf,rea202110452ti.pdf,True,2021_02636__1,,
2021_06582,2021,2021-02-04,REA - RESOLUÇÃO AUTORIZATIVA 9603/2021,REA,RESOLUÇÃO AUTORIZATIVA,9603/2021,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/rea20219603ti.pdf,rea20219603ti.pdf,True,2021_06582__1,,
2021_01712,2021,2021-10-06,REA - RESOLUÇÃO AUTORIZATIVA 10652/2021,REA,RESOLUÇÃO AUTORIZATIVA,10652/2021,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Autorização,PREENCHIDA,1,Texto Integral,https://www2.aneel.gov.br/cedoc/rea202110652ti.pdf,rea202110652ti.pdf,True,2021_01712__1,REA | Texto Integral,
2021_01835,2021,2021-10-01,REA - RESOLUÇÃO AUTORIZATIVA 10639/2021,REA,RESOLUÇÃO AUTORIZATIVA,10639/2021,ANEEL,REVOGADA,1,Autorização,PREENCHIDA,2,Voto,http://www2.aneel.gov.br/cedoc/area202110639_1.pdf,area202110639_1.pdf,True,2021_01835__2,REA | Voto,
2021_05064,2021,2021-04-29,REH - RESOLUÇÃO HOMOLOGATÓRIA 2865/2021,REH,RESOLUÇÃO HOMOLOGATÓRIA,2865/2021,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Homologação,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/reh20212865ti.pdf,reh20212865ti.pdf,True,2021_05064__1,,
2021_03141,2021,2021-07-28,REH - RESOLUÇÃO HOMOLOGATÓRIA 2905/2021,REH,RESOLUÇÃO HOMOLOGATÓRIA,2905/2021,ANEEL,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Homologação,PREENCHIDA,2,Voto,https://www2.aneel.gov.br/cedoc/areh20212905_1.pdf,areh20212905_1.pdf,True,2021_03141__2,,
2021_06163,2021,2021-03-01,REN - RESOLUÇÃO NORMATIVA 922/2021,REN,RESOLUÇÃO NORMATIVA,922/2021,ANEEL,REVOGADA,1,Fixação,PREENCHIDA,3,Voto,http://www2.aneel.gov.br/cedoc/aren2021922_1.pdf,aren2021922_1.pdf,True,2021_06163__3,,
2021_00073,2021,2021-12-30,REO - RESOLUÇÕES OUTRAS 221/2021,REO,RESOLUÇÕES OUTRAS,221/2021,CPPI/ME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Alteração,PREENCHIDA,1,Texto Integral,https://www2.aneel.gov.br/cedoc/res2021221cppi.pdf,res2021221cppi.pdf,True,2021_00073__1,REO | Texto Integral,
2021_04901,2021,2021-05-07,REO - RESOLUÇÕES OUTRAS 176/2021,REO,RESOLUÇÕES OUTRAS,176/2021,CPPI/ME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Fixação,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/res2021176cppi.pdf,res2021176cppi.pdf,True,2021_04901__1,,
2021_05995,2021,2021-03-09,REO - RESOLUÇÕES OUTRAS 002/2021,REO,RESOLUÇÕES OUTRAS,002/2021,Conselho Nacional de Política Energética,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Orientação,PREENCHIDA,1,Texto Integral,http://www2.aneel.gov.br/cedoc/res2021002cnpe.pdf,res2021002cnpe.pdf,True,2021_05995__1,,1.0588235294117647
2021_00578,2021,2021-12-08,REO - RESOLUÇÕES OUTRAS 205/2021,REO,RESOLUÇÕES OUTRAS,205/2021,CPPI/ME,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Submissão,PREENCHIDA,1,Texto Integral,https://www2.aneel.gov.br/cedoc/res2021205cppi.pdf,res2021205cppi.pdf,True,2021_00578__1,,1.0588235294117647
2021_05527,2021,2021-04-01,LEI 14133/2021,SEM_MATCH,SEM_MATCH,SEM_MATCH,PR,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Legislação básica,NULL,1,Texto Integral,http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2021/lei/L14133.htm,L14133.htm,True,2021_05527__1,,1.307936507936508
2021_03364,2021,2021-07-13,LEI 14182/2021,SEM_MATCH,SEM_MATCH,SEM_MATCH,PR,NÃO CONSTA REVOGAÇÃO EXPRESSA,0,Privatização,PREENCHIDA,1,Texto Integral,http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2021/lei/L14182.htm,L14182.htm,True,2021_03364__1,,1.007936507936508
